'anunciação','alceu valença','na bruma leve das paixões que vêm de dentro tu vens chegando pra brincar no meu quintal no teu cavalo peito nu, cabelo ao vento e o sol quarando nossas roupas no varal na bruma leve das paixões que vêm de dentro tu vens chegando pra brincar no meu quintal no teu cavalo peito nu, cabelo ao vento e o sol quarando nossas roupas no varal tu vens, tu vens eu já escuto os teus sinais tu vens, tu vens eu já escuto os teus sinais a voz do anjo sussurrou no meu ouvido eu não duvido já escuto os teus sinais que tu virias numa manhã de domingo eu te anuncio nos sinos das catedrais tu vens, tu vens eu já escuto os teus sinais tu vens, tu vens eu já escuto os teus sinais ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! na bruma leve das paixões que vêm de dentro tu vens chegando pra brincar no meu quintal no teu cavalo peito nu, cabelo ao vento e o sol quarando nossas roupas no varal tu vens, tu vens eu já escuto os teus sinais tu vens, tu vens eu já escuto os teus sinais a voz do anjo sussurrou no meu ouvido eu não duvido já escuto os teus sinais que tu virias numa manhã de domingo eu te anuncio nos sinos das catedrais tu vens, tu vens eu já escuto os teus sinais tu vens, tu vens eu já escuto os teus sinais ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah! ah!'
'a noite','tiê','palavras não bastam, não dá pra entender e esse medo que cresce e não para é uma história que se complicou e eu sei bem o por quê qual é o peso da culpa que eu carrego nos braços? me entorta as costas e dá um cansaço a maldade do tempo fez eu me afastar de você e quando chega a noite e eu não consigo dormir meu coração acelera e eu sozinha aqui eu mudo o lado da cama, eu ligo a televisão olhos nos olhos no espelho e o telefone na mão pro tanto que eu te queria, o perto nunca bastava e essa proximidade não dava me perdi no que era real e no que eu inventei reescrevi as memórias, deixei o cabelo crescer e te dedico uma linda história confessa nem a maldade do tempo consegue me afastar de você te contei tantos segredos que já não eram só meus rimas de um velho diário que nunca me pertenceu entre palavras não ditas, tantas palavras de amor essa paixão é antiga e o tempo nunca passou e quando chega a noite, e eu não consigo dormir meu coração acelera e eu sozinha aqui eu mudo o lado da cama, eu ligo a televisão olhos nos olhos no espelho e o telefone na minha mão'
'joão de barro','maria gadú','o meu desafio é andar sozinho esperar no tempo os nossos destinos não olhar pra trás, esperar a paz o que me traz a ausência do seu olhar traz nas asas um novo dia me ensina a caminhar mesmo eu sendo menino, aprendi oh, meu deus, me traz de volta essa menina porque tudo que eu tenho é o seu amor joão de barro, eu te entendo agora por favor, me ensine como guardar meu amor o meu desafio é andar sozinho esperar no tempo os nossos destinos não olhar pra trás, esperar a paz o que me traz a ausência do seu olhar traz nas asas um novo dia me ensina a caminhar mesmo eu sendo menino, aprendi oh, meu deus, me traz de volta essa menina porque tudo que eu tenho é o seu amor joão de barro, eu te entendo agora por favor, me ensine como guardar meu amor oh, meu deus, me traz de volta essa menina porque tudo que eu tenho é o seu amor joão de barro, eu te entendo agora por favor, me ensine como guardar meu amor oh, meu deus, me traz de volta essa menina porque tudo que eu tenho é o seu amor joão de barro, eu te entendo agora por favor, me ensine como guardar meu amor meu amor'
'pra você dar o nome','5 à seco','deixa pra lá que de nada adianta esse papo de agora não dá que eu te quero é agora e não posso e nem vou te esperar que esse lance de um tempo nunca funcionou pra nós dois sempre que der mande um sinal de vida de onde estiver dessa vez qualquer coisa que faça eu pensar que você está bem ou deitada nos braços de um outro qualquer que é melhor do que sofrer de saudade de mim como eu tô de você, pode crer que essa dor eu não quero pra ninguém no mundo imagina só pra você quero é te ver dando volta no mundo indo atrás de você, sabe o quê e rezando pra um dia você se encontrar e perceber que o que falta em você sou eu deixa pra lá que de nada adianta esse papo de agora não dá que eu te quero é agora e não posso e nem vou te esperar que esse lance de um tempo nunca funcionou pra nós dois sempre que der mande um sinal de vida de onde estiver dessa vez qualquer coisa que faça eu pensar que você está bem ou deitada nos braços de um outro qualquer que é melhor do que sofrer de saudade de mim como eu to de você, pode crer que essa dor eu não quero pra ninguém no mundo imagina só pra você quero é te ver dando volta no mundo indo atrás de você, sabe o quê e rezando pra um dia você se encontrar e perceber que o que falta em você sou eu'
'ainda bem','marisa monte','ainda bem que agora encontrei você eu realmente não sei o que eu fiz pra merecer você porque ninguém dava nada por mim quem dava, eu não tava a fim até desacreditei de mim o meu coração já estava acostumado com a solidão quem diria que a meu lado você iria ficar você veio pra ficar você que me faz feliz você que me faz cantar assim o meu coração já estava aposentado sem nenhuma ilusão tinha sido maltratado tudo se transformou agora você chegou você que me faz feliz você que me faz cantar assim o meu coração já estava acostumado com a solidão quem diria que a meu lado você iria ficar você veio pra ficar você que me faz feliz você que me faz cantar assim o meu coração já estava aposentado sem nenhuma ilusão tinha sido maltratado tudo se transformou agora você chegou você que me faz feliz você que me faz cantar assim ainda bem'
'velha infância','tribalistas','você é assim um sonho pra mim e quando eu não te vejo eu penso em você desde o amanhecer até quando eu me deito eu gosto de você e gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor e a gente canta e a gente dança e a gente não se cansa de ser criança a gente brinca na nossa velha infância seus olhos, meu clarão me guiam dentro da escuridão seus pés me abrem o caminho eu sigo e nunca me sinto só você é assim um sonho pra mim quero te encher de beijos eu penso em você desde o amanhecer até quando eu me deito eu gosto de você e gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor e a gente canta a gente dança a gente não se cansa de ser criança a gente brinca na nossa velha infância seus olhos, meu clarão me guiam dentro da escuridão seus pés me abrem o caminho eu sigo e nunca me sinto só você é assim um sonho pra mim você é assim você é assim um sonho pra mim você é assim "você é assim um sonho pra mim e quando eu não te vejo penso em você desde o amanhecer até quando eu me deito eu gosto de você e gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor"'
'eu te devoro','djavan','teus sinais me confundem da cabeça aos pés mas por dentro eu te devoro teu olhar não me diz exato quem tu és mesmo assim eu te devoro te devoraria a qualquer preço porque te ignoro ou te conheço quando chove ou quando faz frio noutro plano, te devoraria tal caetano a leonardo dicaprio é um milagre tudo que deus criou pensando em você fez a via-láctea, fez os dinossauros sem pensar em nada, fez a minha vida e te deu sem contar os dias que me faz morrer sem saber de ti, jogado à solidão mas se quer saber se eu quero outra vida não, não! teus sinais me confundem da cabeça aos pés mas por dentro eu te devoro teu olhar não me diz exato quem tu és mesmo assim eu te devoro te devoraria a qualquer preço porque te ignoro ou te conheço quando chove ou quando faz frio noutro plano, te devoraria tal caetano a leonardo dicaprio é um milagre tudo que deus criou pensando em você fez a via-láctea, fez os dinossauros sem pensar em nada, fez a minha vida e te deu sem contar os dias que me faz morrer sem saber de ti, jogado à solidão mas se quer saber se eu quero outra vida não, não! eu quero mesmo é viver pra esperar, esperar devorar você eu quero mesmo é viver pra esperar, esperar devorar você viver, viver pra esperar você quero viver pra esperar você quero esperar você'
'pra sonhar','marcelo jeneci','quando te vi passar fiquei paralisado tremi até o chão como um terremoto no japão um vento, um tufão uma batedeira sem botão foi assim, viu me vi na sua mão perdi a hora de voltar para o trabalho voltei pra casa e disse adeus pra tudo que eu conquistei mil coisas eu deixei só pra te falar largo tudo se a gente se casar domingo na praia, no sol, no mar ou num navio a navegar num avião a decolar indo sem data pra voltar toda de branco no altar quem vai sorrir? quem vai chorar? ave maria, sei que há uma história pra sonhar pra sonhar o que era sonho se tornou realidade de pouco em pouco a gente foi erguendo o nosso próprio trem nossa jerusalém nosso mundo, nosso carrossel vai e vem vai e não para nunca mais de tanto não parar a gente chegou lá do outro lado da montanha onde tudo começou quando sua voz falou pra onde você quiser eu vou largo tudo se a gente se casar domingo na praia, no sol, no mar ou num navio a navegar num avião a decolar indo sem data pra voltar toda de branco no altar quem vai sorrir? quem vai chorar? ave maria, sei que há uma história pra contar domingo na praia, no sol, no mar ou num navio a navegar num avião a decolar indo sem data pra voltar toda de branco no altar quem vai sorrir? quem vai chorar? ave maria, sei que há uma história pra contar pra contar'
'xote ecológico','luiz gonzaga','não posso respirar, não posso mais nadar a terra está morrendo, não dá mais pra plantar e se plantar não nasce, se nascer não dá até pinga da boa é difícil de encontrar não posso respirar, não posso mais nadar a terra está morrendo, não dá mais pra plantar e se plantar não nasce, se nascer não dá até pinga da boa é difícil de encontrar cadê a flor que estava aqui? poluição comeu e o peixe que é do mar? poluição comeu e o verde onde é que está? poluição comeu nem o chico mendes sobreviveu'
'se','djavan','você disse que não sabe se não mas também não tem certeza que sim quer saber? quando é assim, deixa vir do coração você sabe que eu só penso em você você diz que vive pensando em mim pode ser, se é assim você tem que largar a mão do não soltar essa louca, arder de paixão não há como doer pra decidir só dizer sim ou não mas você adora um se eu levo a sério, mas você disfarça você me diz à beça e eu nessa de horror e me remete ao frio que vem lá do sul insiste em zero a zero e eu quero um a um sei lá o que te dá, não quer meu calor são jorge, por favor, me empresta o dragão mais fácil aprender japonês em braile do que você decidir se dá ou não'
'como nossos pais','elis regina','não quero lhe falar meu grande amor das coisas que aprendi nos discos quero lhe contar como eu vivi e tudo o que aconteceu comigo viver é melhor que sonhar eu sei que o amor é uma coisa boa mas também sei que qualquer canto é menor do que a vida de qualquer pessoa por isso cuidado, meu bem há perigo na esquina eles venceram e o sinal está fechado pra nós que somos jovens para abraçar seu irmão e beijar sua menina na rua é que se fez o seu braço o seu lábio e a sua voz você me pergunta pela minha paixão digo que estou encantada como uma nova invenção eu vou ficar nesta cidade não vou voltar pro sertão pois vejo vir vindo no vento cheiro de nova estação eu sinto tudo na ferida viva do meu coração já faz tempo eu vi você na rua cabelo ao vento gente jovem reunida na parede da memória essa lembrança é o quadro que dói mais minha dor é perceber que apesar de termos feito tudo o que fizemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais nossos ídolos ainda são os mesmos e as aparências não enganam não você diz que depois deles não apareceu mais ninguém você pode até dizer que eu tô por fora ou então que eu tô inventando mas é você que ama o passado e que não vê é você que ama o passado e que não vê que o novo sempre vem hoje eu sei que quem me deu a idéia de uma nova consciência e juventude tá em casa guardado por deus contando o vil metal minha dor é perceber que apesar de termos feito tudo, tudo tudo o que fizemos nós ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais'
'são joão na roça','luiz gonzaga','a fogueira ta queimando em homenagem a são joão o forró já começou vamos gente, rapa-pé nesse salão dança joaquim com zabé luiz com yaiá dança janjão com raque e eu com sinhá traz a cachaça mane! que eu quero ver quero ver paia avuar'
'o leãozinho','caetano veloso','gosto muito de te ver, leãozinho caminhando sob o sol gosto muito de você, leãozinho para desentristecer, leãozinho o meu coração tão só basta eu encontrar você no caminho um filhote de leão, raio da manhã arrastando o meu olhar como um ímã o meu coração é o sol, pai de toda cor quando ele lhe doura a pele ao léu gosto de te ver ao sol, leãozinho de te ver entrar no mar tua pele, tua luz, tua juba gosto de ficar ao sol, leãozinho de molhar minha juba de estar perto de você e entrar no mar'
'nem um dia','djavan','um dia frio um bom lugar pra ler um livro e o pensamento lá em você eu sem você não vivo um dia triste toda fragilidade incide e o pensamento lá em você e tudo me divide um dia frio um bom lugar pra ler um livro e o pensamento lá em você eu sem você não vivo um dia triste toda fragilidade incide e o pensamento lá em você e tudo me divide longe da felicidade e todas as suas luzes te desejo como ao ar mais que tudo és manhã na natureza das flores mesmo por toda riqueza dos sheiks árabes não te esquecerei um dia nem um dia espero com a força do pensamento recriar a luz que me trará você e tudo nascerá mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascerá mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris um dia frio um bom lugar pra ler um livro e o pensamento lá em você eu sem você não vivo um dia triste toda fragilidade incide e o pensamento lá em você e tudo me divide mesmo por toda riqueza dos sheiks árabes não te esquecerei um dia nem um dia espero com a força do pensamento recriar a luz que me trará você e tudo nascerá mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascerá mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris'
'gostava tanto de você','tim maia','não sei por que você se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus não pude dar você marcou na minha vida viveu, morreu na minha história chego a ter medo do futuro e da solidão que em minha porta bate e eu gostava tanto de você gostava tanto de você eu corro, fujo desta sombra em sonho, vejo este passado e na parede do meu quarto ainda está o seu retrato não quero ver pra não lembrar pensei até em me mudar lugar qualquer que não exista o pensamento em você e eu gostava tanto de você gostava tanto de você não sei por que você se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus não pude dar você marcou em minha vida viveu, morreu na minha história chego a ter medo do futuro e da solidão que em minha porta bate e eu gostava tanto de você gostava tanto de você eu corro, fujo desta sombra em sonho, vejo este passado e na parede do meu quarto ainda está o seu retrato não quero ver pra não lembrar pensei até em me mudar lugar qualquer que não exista o pensamento em você e eu gostava tanto de você gostava tanto de você eu gostava tanto de você eu gostava tanto de você eu gostava tanto de você'
'pagode russo','luiz gonzaga','ontem eu sonhei que estava em moscou dançando pagode russo na boate cossacou ontem eu sonhei que estava em moscou dançando pagode russo na boate cossacou parecia até um frevo naquele cai e não cai parecia até um frevo naquele vai e não vai parecia até um frevo naquele cai e não cai parecia até um frevo naquele vai e não vai vem cá cossaco, cossaco dança agora na dança do cossaco, não fica cossaco fora vem cá cossaco, cossaco dança agora na dança do cossaco, não fica cossaco fora'
'um amor puro','djavan','o que há dentro do meu coração eu tenho guardado pra te dar e todas as horas que o tempo tem pra me conceder são tuas até morrer e a tua história, eu não sei mas me diga só o que for bom um amor tão puro que ainda nem sabe a força que tem é teu e de mais ninguém te adoro em tudo, tudo, tudo quero mais que tudo, tudo, tudo te amar sem limites viver uma grande história aqui ou noutro lugar que pode ser feio ou bonito se nós estivermos juntos haverá um céu azul um amor puro não sabe a força que tem meu amor, eu juro ser teu e de mais ninguém um amor puro'
'telegrama','zeca baleiro','eu tava triste, tristinho mais sem graça que a top-model magrela na passarela eu tava só, sozinho! mais solitário que um paulistano que um canastrão na hora que cai o pano tava mais bobo que banda de rock que um palhaço do circo vostok mas ontem eu recebi um telegrama era você de aracaju ou do alabama dizendo: nêgo, sinta-se feliz porque no mundo tem alguém que diz que muito te ama! que tanto te ama! que muito, muito te ama que tanto te ama! por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! eu tava triste, tristinho! mais sem graça que a top-model magrela na passarela eu tava só, sozinho! mais solitário que um paulistano que um vilão de filme mexicano tava mais bobo que banda de rock que um palhaço do circo vostok mas ontem eu recebi um telegrama era você de aracaju ou do alabama dizendo: nego sinta-se feliz porque no mundo tem alguém que diz que muito te ama! que tanto te ama! que muito te ama! que tanto, tanto te ama! por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria me dê a mão, vamos sair pra ver o sol! mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o português da padaria mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! mama! oh mama! oh mama! quero ser seu quero ser seu quero ser seu quero ser seu papa! me dê a mão, vamos sair pra ver o sol'
'gostoso demais','maria bethânia','tô com saudade de tu, meu desejo tô com saudade do beijo e do mel do teu olhar carinhoso do teu abraço gostoso de passear no teu céu é tão difícil ficar sem você o teu amor é gostoso demais teu cheiro me dá prazer quando estou com você estou nos braços da paz pensamento viaja e vai buscar meu bem-querer não posso ser feliz, assim tem dó de mim o que é que eu posso fazer'
'amor i love you','marisa monte','deixa eu dizer que te amo deixa eu pensar em você isso me acalma, me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coração passei no tempo, caminhei nas horas mais do que passo a paixão é um espelho sem razão quer amor, fique aqui deixa eu dizer que te amo deixa eu gostar de você isso me acalma, me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coração passei no tempo, caminhei nas horas mais do que passo a paixão é o espelho sem razão quer amor, fique aqui meu peito agora dispara vivo em constante alegria é o amor que está aqui amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you tinha suspirado, tinha beijado o papel devotamente! era a primeira vez que lhe escreviam aquelas sentimentalidades e o seu orgulho dilatava-se ao calor amoroso que saía delas como um corpo ressequido que se estira num banho tépido sentia um acréscimo de estima por si mesma e parecia-lhe que entrava enfim numa existência superiormente interessante onde cada hora tinha o seu encanto diferente cada passo conduzia a um êxtase e a alma se cobria de um luxo radioso de sensações! amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you amor, i love you'
'velha infância','marisa monte','você é assim um sonho pra mim e quando eu não te vejo eu penso em você desde o amanhecer até quando eu me deito eu gosto de você e gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor e a gente canta e a gente dança e a gente não se cansa de ser criança a gente brinca na nossa velha infância seus olhos, meu clarão me guiam dentro da escuridão seus pés me abrem o caminho eu sigo e nunca me sinto só você é assim um sonho pra mim quero te encher de beijos eu penso em você desde o amanhecer até quando eu me deito eu gosto de você e gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor e a gente canta e a gente dança e a gente não se cansa de ser criança a gente brinca na nossa velha infância seus olhos, meu clarão me guiam dentro da escuridão seus pés me abrem o caminho eu sigo e nunca me sinto só você é assim um sonho pra mim você é assim você é assim você é assim "você é assim um sonho pra mim e quando eu não te vejo penso em você desde o amanhecer até quando me deito eu gosto de você eu gosto de ficar com você meu riso é tão feliz contigo o meu melhor amigo é o meu amor"'
'minha felicidade','roberta campos','quero ver o sol nascer de novo aqui pra despertar tudo aquilo que senti guardei por nós nesse lugar você é um pedaço em mim eu quero viver em teus braços pra sempre pra sempre lembra aquele tempo, amor? onde a gente se encontrou foi ali que começou minha felicidade lembra aquele beijo, amor? quando a gente se encontrou foi assim que começou minha felicidade quero ver o sol nascer de novo aqui pra despertar tudo aquilo que senti guardei por nós nesse lugar você é um pedaço em mim eu quero viver em teus braços pra sempre pra sempre lembra aquele tempo, amor? onde a gente se encontrou foi ali que começou minha felicidade lembra aquele beijo, amor? quando a gente se encontrou foi assim que começou minha felicidade eu, você, o sol, o mar e mais de mil paisagens pra testemunhar que eu seguiria muito bem a vida inteira sem me preocupar com a felicidade toda paisagem fica cinza sem você qualquer declaração de amor tão sem por quê hoje é por isso que agradeço ao céu estar com você, estar com você hoje é por isso que agradeço ao céu a felicidade lembra aquele tempo, amor? quando a gente se encontrou foi ali que começou minha felicidade lembra aquele beijo, amor? quando a gente se encontrou foi assim que começou minha felicidade'
